,,,Search Result Columns,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Downloaded on:,14-Jul-2026,,,,,,,,,,,,,,,,,,,,
Created for:,"Stewart Neifert, Johns Hopkins Technology Ventures",,,,,,,,,,,,,,,,,,,,
Search Link:,https://my.pitchbook.com/?pcc=1356759-82,,,,,,,,,,,,,,,,,,,,
Search Criteria:,Investor Types: Angels/Incubators; Venture Capital; Assets Under Management: Min: 25M; Fund Strategy: Venture Capital; Fund Vintage Year: From: 2016; Fund Status: Open Funds; Deal Types: All VC Stages; All Series; Investors with Funds having invested in Deals matching criteria; ,,,,,,,,,,,,,,,,,,,,
* All investments represented are equity and add-on investments,,,,,,,,,,,,,,,,,,,,,
Investor ID,Investors,Last Investment Company,Preferred Investment Types,Preferred Geography,Preferred Deal Size,Dry Powder,Preferred Investment Amount,Preferred Verticals,Preferred PitchBook Industry,Investments,Active Portfolio,Investments in the last 6 months,Investments in the last 12 months,Investments in the last 2 years,Investments in the last 5 years,Primary Investor Type,AUM,HQ Location,Investor Status,Description,View Investor Online
465476-95,Inno-Chip,Vitai Robotics,"Early Stage VC, Later Stage VC, Merger/Acquisition, Seed Round",,,,,"Mobility Tech, Nanotechnology, TMT, Wearables & Quantified Self",Information Technology,1,1,1,1,1,1,Venture Capital,"3,685.12","Shanghai, China",Actively Seeking New Investments,"Founded in 2020, Inno-Chip is a venture capital firm based in Shanghai, China. The firm seeks to make investments specifically in companies in the semiconductor industry. 
tronics.",View Investor Online
463379-59,INP Capital,AllScale,"Buyout/LBO, Early Stage VC, Later Stage VC, PE Growth/Expansion, Secondary Transaction - Private, Seed Round","Australia, Canada, China, Hong Kong, New Zealand, South Korea, Southeast Asia, United States",,0.89,0.10 - 10.00,"3D Printing, AgTech, Artificial Intelligence & Machine Learning, Augmented Reality, B2B Payments, Big Data, Cannabis, Car-Sharing, CleanTech, Climate Tech, CloudTech & DevOps, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce, EdTech, FinTech, FoodTech, HealthTech, HR Tech, Impact Investing, InsurTech, Internet of Things, Life Sciences, LOHAS & Wellness, Mobility Tech, Nanotechnology, Pet Technology, Ridesharing, Robotics and Drones, SaaS, Space Technology, Supply Chain Tech, TMT, Virtual Reality","Business Products and Services (B2B), Communications and Networking, Computer Hardware, Consumer Products and Services (B2C), Financial Services, Healthcare Devices and Supplies, Healthcare Services, Healthcare Technology Systems, IT Services, Other Energy, Pharmaceuticals and Biotechnology, Semiconductors, Software",1,1,,1,1,1,Venture Capital,100.00,"Vancouver, Canada",Actively Seeking New Investments,"Founded in 2017, INP Capital is a venture capital firm based in Vancouver, Canada. The firm seeks to invest in fintech, medtech, biotech, and digitalization in healthcare and supply chain, artificial intelligence, and edtech sectors.",View Investor Online
52196-50,ISAI,Panora (Business/Productivity Software),"Buyout/LBO, Debt - General, Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",France,4.58,394.34,0.11 - 80.14,"3D Printing, AdTech, Artificial Intelligence & Machine Learning, Big Data, Cybersecurity, Digital Health, E-Commerce, EdTech, FinTech, HealthTech, HR Tech, InsurTech, Internet of Things, Marketing Tech, Mobile, SaaS, TMT","Business Products and Services (B2B), Healthcare Services, Other Information Technology, Software, Telecommunications Service Providers",1,1,,1,1,1,PE/Buyout,"1,259.35","Paris, France",Actively Seeking New Investments,"Founded in 2009, ISAI is a venture capital investment firm based in Paris, France. The firm seeks to invest in technology-based companies operating in the software as a service, platform as a service, and infrastructure as a service around data, sustainability, and 5G sectors across France.",View Investor Online
121198-42,Jolmo Investment,Maimu AI,"Early Stage VC, Later Stage VC, Seed Round",,,,,"CleanTech, Cryptocurrency/Blockchain, HealthTech, Life Sciences","Energy, Financial Services, Healthcare Devices and Supplies",1,1,,1,1,1,Venture Capital,"2,358.48","Nanjing, China",Actively Seeking New Investments,"Founded in 2004, Jolmo Investment is a venture capital firm based in Nanjing, China. The firm seeks to invest in sectors like healthcare, biotechnology, clean energy, environmental protection, blockchain technology, and advanced manufacturing.",View Investor Online
343248-58,K5 Global,Rylo (Application Software),"Early Stage VC, Later Stage VC",,,,,"FinTech, SaaS, TMT","Financial Services, Software",1,1,,,,1,Venture Capital,"5,847.74","Miami Beach, FL",Actively Seeking New Investments,"Founded in 2018, K5 Global is a venture capital firm headquartered in San Francisco, California. The firm seeks to invest in enterprise software as a service, vertical software as a service, and fintech sectors. This firm is a Registered Investment Adviser (RIA).",View Investor Online
510251-95,Kaleida Capital,Aurenar,"Early Stage VC, Later Stage VC, Seed Round",United States,,,,"Artificial Intelligence & Machine Learning, Augmented Reality, Big Data, Cybersecurity, Digital Health, Esports, Gaming, HealthTech, Internet of Things, Life Sciences, LOHAS & Wellness, Robotics and Drones, Virtual Reality, Wearables & Quantified Self","Application Software, Automation/Workflow Software, Business/Productivity Software, Communication Software, Database Software, Educational Software, Entertainment Software, Government, Healthcare Devices and Supplies, Other Communications and Networking, Other Hardware, Other Healthcare, Other Software, Pharmaceuticals and Biotechnology, Private Equity, Semiconductors",1,1,1,1,1,1,Venture Capital,25.00,"San Diego, CA",Actively Seeking New Investments,"Founded in 2022, Kaleida Capital is a venture capital firm based in San Diego, California. The firm invests at the convergence of neurotechnology and advanced computation. The firm backs founders developing breakthrough technologies in neural-inspired AI, brain-computer interfaces, and precision medicine.",View Investor Online
50907-70,KB Investment,Holiday Robotics,"Buyout/LBO, Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round","India, Israel, South Korea, Southeast Asia, United States",,8.94,0.33 - 13.08,"CleanTech, Industrials, Life Sciences","Communications and Networking, Consumer Products and Services (B2C), Healthcare, Other Materials, Software",1,,,,1,1,Venture Capital,"21,164.57","Seoul, South Korea",Actively Seeking New Investments,"Founded in 1990, KB Investment is a venture capital firm based in Seoul, South Korea. The firm invests in B2C, healthcare, information technology, clean technology, industrials, life science, and related sectors across the United States, Southeast Asia, and Israel.",View Investor Online
11227-60,Khosla Ventures,Scipher Medicine,"Early Stage VC, Later Stage VC, Seed Round","China, Europe, India, Oceania, United States",,"1,523.64",7.00,"AdTech, Advanced Manufacturing, AgTech, Artificial Intelligence & Machine Learning, Augmented Reality, B2B Payments, Big Data, CleanTech, Digital Health, E-Commerce, EdTech, FinTech, FoodTech, HealthTech, Impact Investing, Internet of Things, Life Sciences, Manufacturing, Mobile, Robotics and Drones, SaaS, Space Technology, TMT","Agriculture, Commercial Services, Consumer Products and Services (B2C), Diagnostic Equipment, Financial Services, Pharmaceuticals and Biotechnology, Software, Therapeutic Devices",1,1,1,1,1,1,Venture Capital,"16,000.00","Menlo Park, CA",Actively Seeking New Investments,"Founded in 2004, Khosla Ventures is a venture capital investment firm based in Menlo Park, California. The firm seeks to invest in companies operating in the consumer, enterprise, fintech, frontier, medical technology & diagnostics, digital health, therapeutics, sustainability, and impact sectors. This firm is a Registered Investment Adviser (RIA).",View Investor Online
384699-07,Lewis & Clark Partners,P2 Science,"Early Stage VC, Later Stage VC, PE Growth/Expansion",United States,,,,"AgTech, Artificial Intelligence & Machine Learning, Beauty, CleanTech, Climate Tech, Digital Health, FinTech, FoodTech, HealthTech, Impact Investing, Internet of Things, Life Sciences, Pet Technology, Robotics and Drones, Supply Chain Tech","Agriculture, Beverages, Commercial Products, Food Products, Information Technology, Pharmaceuticals and Biotechnology",1,1,,,1,1,Growth/Expansion,395.00,"Saint Louis, MO",Actively Seeking New Investments,"Founded in 2016, Lewis & Clark (also known as Lewis & Clark AgriFood) is a growth equity investment firm based in Saint Louis, Missouri. The firm focuses on growth-stage investments in transformative technologies across the food and agriculture sectors that drive efficiency, sustainability, and reduce carbon emissions, with a particular emphasis on applied AI, supply chain efficiency, food and food technology, and plant science and animal health.",View Investor Online
52930-27,Listen Ventures,Go Brewing,"Early Stage VC, Seed Round",,,49.60,1.00 - 5.00,"Beauty, Cannabis, E-Commerce, FemTech, FinTech, FoodTech, LOHAS & Wellness","Communications and Networking, Consumer Finance, Consumer Products and Services (B2C)",1,1,1,1,1,1,Venture Capital,130.00,"Chicago, IL",Actively Seeking New Investments,"Founded in 2010, Listen Ventures is a venture capital firm based in Chicago, Illinois. The firm prefers to invest in early-stage companies in the consumer goods sector. This firm is a Registered Investment Adviser (RIA).",View Investor Online
277115-14,Lowercarbon Capital,Oratomic,"Early Stage VC, Later Stage VC, Seed Round",,,,,"Advanced Manufacturing, AgTech, CleanTech, Climate Tech, FoodTech, Impact Investing, Industrials, Infrastructure, Manufacturing, Micro-Mobility, Mobility Tech, Robotics and Drones, Space Technology, Supply Chain Tech","Agriculture, Commercial Transportation, Energy, Transportation",1,1,,1,1,1,Venture Capital,"2,000.00","Jackson, WY",Actively Seeking New Investments,"Founded in 2018, Lowercarbon Capital is a venture capital firm based in Jackson, Wyoming. The firm prefers to invests in companies from pre-seed to pre-IPO to scale real-world solutions across energy, advanced manufacturing, climate resilience, and more.",View Investor Online
159453-82,Loyal Valley Capital,BriSTAR Immunotech,"Buyout/LBO, Early Stage VC, Later Stage VC, PE Growth/Expansion, PIPE, Seed Round","China, Hong Kong, Taiwan",,286.50,,Advanced Manufacturing,"Consumer Products and Services (B2C), Healthcare",1,1,,,,1,Growth/Expansion,"3,400.00","Shanghai, China",Actively Seeking New Investments,"Founded in 2015, Loyal Valley Capital is a growth equity firm based in Shanghai, China. The firm prefers to invest in companies operating in advanced manufacturing, healthcare, and consumer sectors.",View Investor Online
11229-04,Lux Capital,Monogram,"Early Stage VC, Later Stage VC, Seed Round",,,"1,156.96",0.10 - 100.00,"3D Printing, Advanced Manufacturing, Artificial Intelligence & Machine Learning, Augmented Reality, Construction Technology, Digital Health, HealthTech, Industrials, Infrastructure, Internet of Things, Life Sciences, LOHAS & Wellness, Manufacturing, Robotics and Drones, SaaS, Space Technology, TMT, Virtual Reality","Aerospace and Defense, Commercial Transportation, Computer Hardware, Healthcare Devices and Supplies, Healthcare Technology Systems, Industrial Supplies and Parts, IT Services, Machinery (B2B), Other Business Products and Services, Other Commercial Products, Other Healthcare, Other Information Technology, Pharmaceuticals and Biotechnology, Software",1,1,1,1,1,1,Venture Capital,"7,000.00","New York, NY",Actively Seeking New Investments,"Founded in 2000, Lux Capital is a venture capital firm based in New York. The firm seeks to invest in early-stage and later-stage companies. The firm seeks to invest in biochemistry, material science, electronics, infrastructure, and aerospace sectors. This firm is a Registered Investment Adviser (RIA).",View Investor Online
483945-04,Massive Capital Partners,Venus Aerospace,"Early Stage VC, Later Stage VC","Europe, United States",,,0.50 - 4.00,"Artificial Intelligence & Machine Learning, B2B Payments, Big Data, CleanTech, Climate Tech, CloudTech & DevOps, Cryptocurrency/Blockchain, Cybersecurity, FinTech, Impact Investing, Infrastructure, InsurTech, Mobility Tech, Robotics and Drones, SaaS, Space Technology, Supply Chain Tech","Business Products and Services (B2B), Energy, Financial Services, Information Technology",1,1,,,1,1,Venture Capital,30.00,"Boulder, CO",Actively Seeking New Investments,"Founded in 2020, Massive Capital Partners is a venture capital firm headquartered in Boulder, Colorado. The firm invests in deep tech solutions across space, AI / hyperscale data, quantum, cybersecurity, and energy.",View Investor Online
60322-51,Matchstick Ventures,Entravia,"Early Stage VC, Seed Round","Ontario, United States",,,0.50 - 1.50,,"Commercial Services, Healthcare, Software",1,1,,1,1,1,Venture Capital,100.00,"Minneapolis, MN",Actively Seeking New Investments,"Founded in 2013, Matchstick Ventures is a venture capital firm based in Minneapolis, Minnesota. The firm seeks to invest in startups and early-stage technology companies based between the coasts of the United States and Toronto.",View Investor Online
227026-27,Metavallon VC,Imagenomix,"Convertible Debt, Early Stage VC, Seed Round","Europe, United States",,,0.23 - 1.72,"3D Printing, Advanced Manufacturing, AgTech, Artificial Intelligence & Machine Learning, AudioTech, Augmented Reality, B2B Payments, Big Data, CleanTech, Climate Tech, CloudTech & DevOps, Construction Technology, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce, EdTech, FemTech, FinTech, FoodTech, HealthTech, HR Tech, InsurTech, Internet of Things, Manufacturing, Marketing Tech, Micro-Mobility, Mobility Tech, Real Estate Technology, Robotics and Drones, SaaS, Space Technology, Supply Chain Tech, TMT, Virtual Reality, Wearables & Quantified Self","Aerospace and Defense, Agriculture, Commercial Transportation, Computer Hardware, Energy, Financial Software, Food Products, Healthcare Technology Systems, Insurance, Logistics, Retail, Semiconductors, Transportation",1,1,1,1,1,1,Venture Capital,80.14,"Attiki, Greece",Actively Seeking New Investments,"Founded in 2018, Metavallon VC is a venture capital investment firm headquartered in Athens, Greece. The firm is a generalist fund with a preference for B2B models and deep tech ventures funding international teams with a Greek connection. The firm's portfolio features pioneering startups such as Think Silicon, Better Origin, Ferryhopper, Krotos, Wikifarmer, Bioemtech, Yaspa, and Useberry. The firm offers a hands-on approach by leveraging its extensive network, strategic guidance, and industry experience.",View Investor Online
